code_subclass,freq_subclass
E04H,1611
B08B,1621
E05F,1637
A47B,1652
A23K,1656
F24D,1659
F23R,1665
A45D,1684
B22D,1685
B29K,1752
B26D,1762
C03B,1766
B60G,1794
B41F,1810
B23B,1814
D06M,1836
A61J,1855
A01P,1865
A23G,1925
B63B,1939
F15B,1947
C10L,1979
B23Q,2014
B29D,2030
A61G,2053
B82Y,2116
B01L,2123
E04F,2131
B05D,2143
A01K,2144
B66B,2148
G01M,2155
C30B,2170
F24J,2181
F16J,2197
A47C,2212
G05D,2233
B24B,2246
B25J,2273
C25D,2294
G01L,2309
H03F,2330
C10N,2345
E02F,2369
G08B,2374
H02H,2393
B41M,2395
G09F,2403
G01J,2405
B22F,2424
G03B,2502
H02G,2510
B21D,2512
A43B,2512
G08G,2533
C12M,2537
C07H,2538
H03M,2594
D04H,2607
G11C,2615
F28D,2619
F21S,2620
F21Y,2627
H03K,2653
F25D,2695
G01V,2698
H01G,2760
C10M,2762
B64D,2790
F04C,2867
F28F,2884
G01F,2912
A61C,2915
G01D,2990
G09G,3061
F16F,3067
F02B,3142
B60N,3185
A63B,3185
D21H,3220
G03F,3224
C07F,3245
E04B,3249
B64C,3378
C03C,3386
C10G,3396
H01S,3476
H02P,3572
H04J,3584
B60T,3633
G01B,3640
B05B,3654
A47J,3682
B01F,3698
G11B,3698
H01B,3704
F16B,3711
C21D,3743
G10L,3803
F04B,3816
A47L,3879
G03G,3897
G05B,3969
F24F,3982
G01C,4107
E06B,4188
D06F,4237
B60C,4245
H04R,4267
E05B,4290
F02C,4301
F25B,4349
H01F,4390
B65G,4399
H01J,4414
G02F,4478
F16D,4511
C09J,4551
F16K,4552
B65H,4594
F03D,4626
F04D,4692
C01B,5077
C11D,5232
C12P,5245
F02M,5275
B41J,5312
B60L,5385
B60K,5586
H02M,5674
F16C,5783
A61N,5829
F16H,5861
B65B,5922
B62D,6060
F01N,6100
F02D,6240
F16L,6278
C08J,6359
B60W,6372
B60R,6399
C02F,6413
C12Q,6539
H05K,6648
H01H,6726
G01R,6772
H05B,6869
A61Q,7181
C09K,7202
H01Q,7311
F21V,7477
H04M,7499
G06T,7508
B23K,7517
H02K,7923
C04B,8006
G06K,8097
F01D,8315
A23L,8539
E21B,8664
H02J,8887
G01S,8896
C08K,9295
