code_subclass,freq_subclass
A91B,1
F18B,1
A65C,1
F15L,1
G70D,1
H08W,1
H10K,1
B09J,1
Y01H,1
F26D,1
B99C,1
A32D,1
H40M,1
C02G,1
B70W,1
G11F,1
A16C,1
F64D,1
G61N,1
F94B,1
A41Q,1
A10C,1
C03H,1
A64L,1
G26E,1
G09P,1
A27B,1
F52D,1
D25B,1
E64D,1
F07B,1
C98B,1
F61B,1
A71L,1
A71K,1
F12S,1
B35B,1
F09B,1
B01V,1
B76B,1
B56B,1
A48B,1
H93M,1
G65D,1
E07B,1
F14G,1
B08C,1
C17F,1
B50N,1
C07V,1
A41O,1
F10F,1
B19C,1
A53C,1
E09B,1
H20M,1
G01Y,1
Y60T,1
B01Q,1
D05F,1
B81Y,1
H92H,1
B15J,1
A10F,1
H10Q,1
D65G,1
B69D,1
B40R,1
B55D,1
D23P,1
B91B,1
H50B,1
G05T,1
B62I,1
A51L,1
C13D,1
D63H,1
F22N,1
C06G,1
A45K,1
B59C,1
A44H,1
B63P,1
H10R,1
B55B,1
F05K,1
B65L,1
F21J,1
B51J,1
C80F,1
A02B,1
F01R,1
C19N,1
F15M,1
A41E,1
D04F,1
D26F,1
H01A,1
B82C,1
H24W,1
A12M,1
A53B,1
C34C,1
A91K,1
F91L,1
A21V,1
A60G,1
A47I,1
A34D,1
F16V,1
F05S,1
F19P,1
H60R,1
B01P,1
A61T,1
Y03Y,1
B07D,1
B16R,1
A03F,1
G22C,1
B81G,1
A32K,1
F24L,1
B23O,1
B05F,1
F35D,1
B14M,1
A49B,1
F20C,1
G07M,1
B08Y,1
D02B,1
F25G,1
H30F,1
C16C,1
G20F,1
H01D,1
C05K,1
G96K,1
B64T,1
B25Q,1
H93H,1
A11B,1
B56C,1
A06N,1
B29G,1
B83Y,1
H21L,1
A03H,1
D19B,1
F46B,1
G09J,1
Y01M,1
A45N,1
G05I,1
B10T,1
A05K,1
C23B,1
H05W,1
B12B,1
F02T,1
E32B,1
H94B,1
B91J,1
G16J,1
G20C,1
C90K,1
A32L,1
H11C,1
G67F,1
F47H,1
F03M,1
G93G,1
H05S,2
G23C,2
B85Y,2
B07F,2
A44F,2
A12N,2
F21I,2
G21N,2
B30C,2
E25H,2
G90F,2
B95D,2
C23M,2
G11H,2
F29V,2
A74K,2
A62K,2
B37B,2
B54G,2
A26B,2
B20B,2
A51B,2
H04C,2
A16L,2
A60K,2
B47C,2
B14J,2
A63M,2
B31K,2
F01I,2
G28D,2
H20K,2
H10H,2
H02D,2
C60C,2
A61O,2
A08L,2
G16F,2
B01M,2
F47C,2
B69N,2
H06B,2
E04N,2
A68B,2
B02Q,2
D02F,2
B65Q,2
F21U,2
G12G,2
G02S,2
D50C,2
C33C,2
B65K,2
B61Q,2
A60T,2
D12F,2
G20B,2
C98K,2
A10B,2
D06D,2
H06G,2
H07P,2
B62F,2
H06W,2
A26C,2
F32D,2
B60E,2
C37K,2
F21F,2
B13F,2
H07L,2
Y02N,2
A44R,2
A24J,2
G04H,2
F02W,2
E23D,2
G61F,2
F24Q,2
B62S,2
G66F,2
B94C,2
B15H,2
H21V,2
H09L,2
G60J,2
F03F,2
F15J,2
G03N,2
C06M,2
H63F,2
B52B,2
F02J,2
C19L,2
G10J,2
F61L,2
H04E,2
B29V,2
Y05B,2
F06B,2
A05B,2
G08J,2
B61R,2
B23J,2
B92Y,2
B88Y,2
D07D,2
B26P,2
G22B,2
G12Q,2
Y01C,2
C06E,2
G30G,2
B26H,2
G11V,2
F04N,2
G04M,2
F05F,2
D03B,2
F12Y,2
G05S,2
F61C,2
B06Y,2
H07N,2
F21C,2
A04N,2
C11G,2
C90C,2
G60W,2
Y10D,2
E47K,2
B12Q,2
A64F,3
B06H,3
B45B,3
G98G,3
F09G,3
A46L,3
H07C,3
C61K,3
B04J,3
B63D,3
B42L,3
F23P,3
C06K,3
F60T,3
B69B,3
C12K,3
G02M,3
C80K,3
B54H,3
G06S,3
G65G,3
B81D,3
H02F,3
B85J,3
C12L,3
A51N,3
B52K,3
G02R,3
H05M,3
B23L,3
D02D,3
A04W,3
B02Y,3
A43K,3
B26J,3
F06H,3
A10N,3
H94L,3
B30D,3
B26L,3
G05Q,3
A32C,3
B46C,3
B10F,3
G02H,3
B56G,3
B36B,3
G29C,3
B47F,3
B32F,3
H21S,3
G02T,3
B08L,3
A63E,3
G06W,3
A51K,3
H24L,3
C12S,3
C70D,3
B81V,3
A45J,3
G06A,3
B01R,3
G08S,3
A42D,3
E04V,3
G16C,3
B51D,3
F09F,3
G92F,3
C21P,3
H94W,3
D65D,3
B67G,3
A64K,3
H10S,3
H40R,3
F61H,3
F15H,3
B11J,3
H23H,4
F61D,4
C70C,4
H20P,4
A04D,4
A81B,4
H09K,4
G11G,4
A31B,4
A29C,4
E21E,4
C04D,4
Y01E,4
A27F,4
B29F,4
F64C,4
B34D,4
A21F,4
A81K,4
A65B,4
H20J,4
G10V,4
B11B,4
C07N,4
C06P,4
A65D,4
B08G,4
B07J,4
B02L,4
B69W,4
B62P,4
H02I,4
G08K,4
B32Y,4
H09N,4
B16C,4
F06C,4
F28K,4
A45G,4
B45D,4
B20R,4
B12D,4
H03S,4
B28K,4
G02V,4
B08D,4
F21D,4
B01I,4
H03I,4
G63G,4
B20W,4
G10R,4
G62J,4
F41V,4
H04P,4
C21N,4
B15B,4
B42J,5
G02D,5
B50R,5
B32P,5
Y01B,5
D10D,5
G09T,5
Y02Y,5
F21M,5
A60M,5
G04K,5
B64H,5
A34B,5
G03T,5
E12B,5
G60K,5
B56H,5
C01V,5
D01P,5
H92J,5
C07P,5
G21L,5
B42M,5
D60P,5
A32B,5
A94K,5
H40B,5
B02J,5
F61N,5
F20M,5
C02D,5
H08B,5
E50D,5
A61A,5
E07D,5
B08J,5
G02J,5
Y02J,5
H10F,5
B96H,5
F11C,5
A36F,5
Y02S,6
B02F,6
B47L,6
E04E,6
H08F,6
B28F,6
B61I,6
G04Q,6
F16R,6
A06F,6
G07K,6
F14C,6
G03M,6
C80L,6
B24F,6
A10M,6
G04S,6
B22B,6
G96Q,6
A16H,6
H04D,6
G08Q,6
F61M,6
A91M,6
G08D,6
F01F,6
H09G,6
G11N,6
G10M,6
A41J,6
B28Y,6
B68F,6
B32C,6
G60H,6
G21V,6
G03Q,6
G10S,7
G02K,7
A16F,7
F12K,7
B47J,7
C10I,7
A01P,7
A64D,7
C12B,7
C10H,7
Y20T,7
H02W,7
A17B,7
G03K,7
B38B,7
B66G,7
B32K,7
G08N,7
B62C,7
F10D,7
B60I,7
B06N,7
A62N,7
Y20E,8
F17B,8
B16J,8
B65J,8
A46N,8
A04H,8
B06F,8
A61I,8
B46B,8
G90G,8
A06B,8
F61F,8
F25F,8
H94N,8
B06Q,8
C32C,8
B16H,8
B41G,9
A37J,9
B06P,9
G60R,9
H30M,9
B32D,9
A62M,9
A60B,9
B26C,9
H06K,9
C09L,9
F02L,9
H40W,9
C01N,9
G08L,10
G61B,10
H03W,10
G04W,10
G06R,10
Y04B,10
B10L,10
C01M,10
G05K,10
C29C,10
G09Q,10
H01W,10
B18B,11
G10N,11
G19L,11
G01I,11
A62F,11
D62D,11
H91L,11
B01C,11
H40N,12
C01K,12
H05R,12
B06K,12
B20C,12
B06C,13
B26K,13
A64B,13
G60T,13
B01N,13
B41B,13
B42K,13
B32M,13
B06D,13
A60N,13
D06J,13
F12V,14
F16I,14
D06G,14
B12C,14
D02H,14
C09H,14
C03G,14
A51F,14
F06D,14
G02N,15
B01K,15
E04M,15
C12J,15
Y10Y,15
C06Q,15
F04M,15
H40L,15
H04G,16
H05J,16
H25K,16
C07L,16
H03N,16
C08I,16
A04B,16
C12D,17
G06H,17
B57D,18
G96F,18
C02C,18
C01L,18
G60G,19
C03F,19
C01J,19
H10M,19
B06J,19
C08D,19
C02B,19
G06D,19
B02D,20
H05L,20
B56D,20
A16M,20
B41D,21
F61K,21
B06T,22
B54D,22
G08F,22
E02C,23
B06W,23
H06L,23
H02R,24
G10I,24
B27J,24
A16B,25
H04T,25
B06G,25
B27H,25
F16S,26
A51M,26
G06L,26
C10F,26
G02G,28
H04F,28
G10B,29
F06F,29
H05N,29
D04G,30
H06Q,31
G06C,32
C06F,32
G04L,32
G09D,32
G04N,33
H07B,34
G03D,35
G06J,36
D01C,36
G09K,38
F27M,39
Y01T,39
B10D,41
A16K,44
H05C,48
B06R,49
G12B,55
D03J,56
H02L,57
B21G,60
B61J,62
C09F,63
G60Q,63
G60F,64
B06L,65
H06F,66
B10J,72
Y01S,73
D01B,74
G06B,75
C23D,77
B21L,79
H01N,81
B31C,88
G10F,93
B68B,97
H10L,98
