code_subclass,freq_subclass
A43B,4364
G09F,4378
F16F,4416
F25B,4444
G01L,4485
G01M,4619
E05B,4641
F16M,4665
B25J,4690
G01F,4750
B64D,4864
G05F,4910
C09J,4911
C03C,4928
B01F,4985
H02H,5036
E06B,5087
B60C,5112
G09B,5215
G08G,5230
C08J,5239
B23P,5244
A47J,5266
C10G,5333
H03H,5384
H04H,5465
B82Y,5514
F02C,5540
A47L,5649
F02B,5915
A47B,5916
A47C,6000
B60T,6031
A61C,6059
F16B,6140
F04B,6270
B64C,6406
G01V,6445
A01K,6478
C07F,6500
C11D,6538
E04B,6540
B05B,6693
F02M,6702
G06N,6794
B60N,6910
B65B,7171
H03F,7287
H02P,7459
F04D,7482
G05D,7534
C07H,7562
H01B,7647
G07F,7656
G01J,7735
B65G,7893
B60L,7967
F16D,8016
C01B,8044
F16C,8180
F01N,8303
F02D,8306
B05D,8694
C04B,8780
H01G,8805
B60K,8870
F16K,9017
F16L,9089
G01B,9262
F01D,9276
C02F,9399
A01H,9451
A61Q,9667
H01H,9722
G05B,9833
H01F,9965
G03B,10426
G01C,10580
H01S,10691
B65H,10724
A63F,10728
G08B,10784
B62D,10911
A23L,11063
H04J,11091
H03M,11107
C12P,11296
C09K,11770
G03F,11932
H03K,12019
H04R,12590
B23K,12777
C08K,12837
C08F,13137
C22C,13167
G10L,13187
B60R,13517
C09D,13601
H02M,13823
C12Q,13969
F16H,14161
H01Q,14431
B60W,14498
A61P,14694
H01J,14731
C08L,14742
H02K,14896
G01S,15053
A63B,15302
C08G,15344
H02J,15591
H05B,16423
A61L,16465
C23C,17044
A61N,18237
G03G,18678
G11B,19280
A01N,20346
B41J,20983
F21V,21981
H01R,23097
G02F,23506
G09G,23852
B65D,24544
E21B,25009
B29C,25067
G01R,25356
B01D,25875
B01J,25884
H04M,28405
B32B,29339
C07K,29820
G11C,30893
C07C,31346
H05K,32177
G06T,32321
A61M,35457
A61F,36267
C12N,39758
G06K,43354
G02B,43364
H04B,45693
H01M,53127
G01N,59095
G06Q,67756
C07D,69340
A61B,113824
H04W,122335
H04L,153129
H04N,178083
A61K,182227
H01L,254422
G06F,313204
